[2018-11-12 00:19:02] local.INFO: Page :  
[2018-11-12 00:36:24] local.INFO: Page :  
[2018-11-12 00:55:03] local.INFO: p is 21  
[2018-11-12 00:55:03] local.INFO: p is 22  
[2018-11-12 00:55:03] local.INFO: p is 23  
[2018-11-12 00:55:03] local.INFO: p is 24  
[2018-11-12 00:55:03] local.INFO: p is 24  
[2018-11-12 00:55:03] local.INFO: p is 24  
[2018-11-12 00:55:03] local.INFO: p is 24  
[2018-11-12 00:55:03] local.INFO: p is 24  
[2018-11-12 00:55:03] local.INFO: p is 24  
[2018-11-12 00:55:03] local.INFO: p is 24  
[2018-11-12 00:55:03] local.INFO: p is 24  
[2018-11-12 00:55:03] local.INFO: p is 24  
[2018-11-12 00:55:03] local.INFO: p is 24  
[2018-11-12 00:55:03] local.INFO: p is 24  
[2018-11-12 00:55:03] local.INFO: p is 24  
[2018-11-12 00:55:03] local.INFO: p is 24  
[2018-11-12 00:55:03] local.INFO: p is 24  
[2018-11-12 00:55:03] local.INFO: p is 24  
[2018-11-12 00:55:03] local.INFO: p is 24  
[2018-11-12 00:55:03] local.INFO: p is 11  
[2018-11-12 00:55:03] local.INFO: p is 12  
[2018-11-12 00:55:03] local.INFO: p is 13  
[2018-11-12 00:55:03] local.INFO: p is 14  
[2018-11-12 00:55:03] local.INFO: p is 15  
[2018-11-12 00:55:03] local.INFO: p is 16  
[2018-11-12 00:55:03] local.INFO: p is 17  
[2018-11-12 00:55:03] local.INFO: p is 18  
[2018-11-12 00:55:03] local.INFO: p is 19  
[2018-11-12 00:55:03] local.INFO: p is 20  
[2018-11-12 00:55:03] local.INFO: p is 21  
[2018-11-12 00:55:03] local.INFO: p is 22  
[2018-11-12 00:55:03] local.INFO: p is 23  
[2018-11-12 00:55:03] local.INFO: p is 24  
[2018-11-12 00:55:03] local.INFO: p is 24  
[2018-11-12 00:55:03] local.INFO: p is 24  
[2018-11-12 00:56:55] local.INFO: Page :  
[2018-11-12 00:57:03] local.INFO: Page :2  
[2018-11-12 00:57:25] local.INFO: Page :1  
[2018-11-12 00:57:36] local.INFO: Page :2  
[2018-11-12 01:03:39] local.INFO: Page :  
[2018-11-12 01:03:54] local.INFO: PAYLOAD: {"from":"Mokola round about","to":"Total garden","price":"50","distance":"0","nodes":"Uch\nOmolewa"}  
[2018-11-12 01:04:36] local.INFO: PAYLOAD: {"from":"Adebisi","to":"Afolasade","price":"200","distance":"40","nodes":"Adebisi,Afolasade"}  
[2018-11-12 01:05:14] local.INFO: PAYLOAD: {"from":"Mokola round about","to":"Total garden","price":"50","distance":"0","nodes":"Uch"}  
[2018-11-12 01:05:16] local.INFO: Page :2  
[2018-11-12 01:10:13] local.INFO: PAYLOAD: {"from":"Mokola round about","to":"Total garden","price":"50","distance":"2","nodes":"Uch"}  
[2018-11-12 01:21:36] local.INFO: Page :  
[2018-11-12 01:23:04] local.INFO: Page :2  
[2018-11-12 08:48:38] local.INFO: Page :2  
[2018-11-12 20:26:49] local.INFO: p is 25  
[2018-11-12 20:26:49] local.INFO: p is 26  
[2018-11-12 20:26:49] local.INFO: p is 27  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 14  
[2018-11-12 20:26:49] local.INFO: p is 15  
[2018-11-12 20:26:49] local.INFO: p is 16  
[2018-11-12 20:26:49] local.INFO: p is 17  
[2018-11-12 20:26:49] local.INFO: p is 18  
[2018-11-12 20:26:49] local.INFO: p is 19  
[2018-11-12 20:26:49] local.INFO: p is 20  
[2018-11-12 20:26:49] local.INFO: p is 21  
[2018-11-12 20:26:49] local.INFO: p is 22  
[2018-11-12 20:26:49] local.INFO: p is 23  
[2018-11-12 20:26:49] local.INFO: p is 24  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 1  
[2018-11-12 20:26:49] local.INFO: p is 2  
[2018-11-12 20:26:49] local.INFO: p is 3  
[2018-11-12 20:26:49] local.INFO: p is 4  
[2018-11-12 20:26:49] local.INFO: p is 5  
[2018-11-12 20:26:49] local.INFO: p is 6  
[2018-11-12 20:26:49] local.INFO: p is 7  
[2018-11-12 20:26:49] local.INFO: p is 8  
[2018-11-12 20:26:49] local.INFO: p is 9  
[2018-11-12 20:26:49] local.INFO: p is 10  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 14  
[2018-11-12 20:26:49] local.INFO: p is 15  
[2018-11-12 20:26:49] local.INFO: p is 16  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 14  
[2018-11-12 20:26:49] local.INFO: p is 15  
[2018-11-12 20:26:49] local.INFO: p is 29  
[2018-11-12 20:26:49] local.INFO: p is 17  
[2018-11-12 20:26:49] local.INFO: p is 18  
[2018-11-12 20:26:49] local.INFO: p is 19  
[2018-11-12 20:26:49] local.INFO: p is 20  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 14  
[2018-11-12 20:26:49] local.INFO: p is 15  
[2018-11-12 20:26:49] local.INFO: p is 16  
[2018-11-12 20:26:49] local.INFO: p is 17  
[2018-11-12 20:26:49] local.INFO: p is 18  
[2018-11-12 20:26:49] local.INFO: p is 19  
[2018-11-12 20:26:49] local.INFO: p is 20  
[2018-11-12 20:26:49] local.INFO: p is 21  
[2018-11-12 20:26:49] local.INFO: p is 22  
[2018-11-12 20:26:49] local.INFO: p is 23  
[2018-11-12 20:26:49] local.INFO: p is 24  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 14  
[2018-11-12 20:26:49] local.INFO: p is 15  
[2018-11-12 20:26:49] local.INFO: p is 16  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 14  
[2018-11-12 20:26:49] local.INFO: p is 15  
[2018-11-12 20:26:49] local.INFO: p is 29  
[2018-11-12 20:26:49] local.INFO: p is 17  
[2018-11-12 20:26:49] local.INFO: p is 18  
[2018-11-12 20:26:49] local.INFO: p is 19  
[2018-11-12 20:26:49] local.INFO: p is 20  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 14  
[2018-11-12 20:26:49] local.INFO: p is 15  
[2018-11-12 20:26:49] local.INFO: p is 16  
[2018-11-12 20:26:49] local.INFO: p is 17  
[2018-11-12 20:26:49] local.INFO: p is 18  
[2018-11-12 20:26:49] local.INFO: p is 19  
[2018-11-12 20:26:49] local.INFO: p is 20  
[2018-11-12 20:26:49] local.INFO: p is 21  
[2018-11-12 20:26:49] local.INFO: p is 22  
[2018-11-12 20:26:49] local.INFO: p is 23  
[2018-11-12 20:26:49] local.INFO: p is 24  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 14  
[2018-11-12 20:26:49] local.INFO: p is 15  
[2018-11-12 20:26:49] local.INFO: p is 16  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 14  
[2018-11-12 20:26:49] local.INFO: p is 15  
[2018-11-12 20:26:49] local.INFO: p is 29  
[2018-11-12 20:26:49] local.INFO: p is 17  
[2018-11-12 20:26:49] local.INFO: p is 18  
[2018-11-12 20:26:49] local.INFO: p is 19  
[2018-11-12 20:26:49] local.INFO: p is 20  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 30  
[2018-11-12 20:26:49] local.INFO: p is 31  
[2018-11-12 20:26:49] local.INFO: p is 32  
[2018-11-12 20:26:49] local.INFO: p is 33  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 14  
[2018-11-12 20:26:49] local.INFO: p is 15  
[2018-11-12 20:26:49] local.INFO: p is 16  
[2018-11-12 20:26:49] local.INFO: p is 17  
[2018-11-12 20:26:49] local.INFO: p is 18  
[2018-11-12 20:26:49] local.INFO: p is 19  
[2018-11-12 20:26:49] local.INFO: p is 20  
[2018-11-12 20:26:49] local.INFO: p is 21  
[2018-11-12 20:26:49] local.INFO: p is 22  
[2018-11-12 20:26:49] local.INFO: p is 23  
[2018-11-12 20:26:49] local.INFO: p is 24  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 14  
[2018-11-12 20:26:49] local.INFO: p is 15  
[2018-11-12 20:26:49] local.INFO: p is 16  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 14  
[2018-11-12 20:26:49] local.INFO: p is 15  
[2018-11-12 20:26:49] local.INFO: p is 29  
[2018-11-12 20:26:49] local.INFO: p is 17  
[2018-11-12 20:26:49] local.INFO: p is 18  
[2018-11-12 20:26:49] local.INFO: p is 19  
[2018-11-12 20:26:49] local.INFO: p is 20  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 30  
[2018-11-12 20:26:49] local.INFO: p is 31  
[2018-11-12 20:26:49] local.INFO: p is 32  
[2018-11-12 20:26:49] local.INFO: p is 33  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 14  
[2018-11-12 20:26:49] local.INFO: p is 15  
[2018-11-12 20:26:49] local.INFO: p is 16  
[2018-11-12 20:26:49] local.INFO: p is 17  
[2018-11-12 20:26:49] local.INFO: p is 18  
[2018-11-12 20:26:49] local.INFO: p is 19  
[2018-11-12 20:26:49] local.INFO: p is 20  
[2018-11-12 20:26:49] local.INFO: p is 21  
[2018-11-12 20:26:49] local.INFO: p is 22  
[2018-11-12 20:26:49] local.INFO: p is 23  
[2018-11-12 20:26:49] local.INFO: p is 24  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 14  
[2018-11-12 20:26:49] local.INFO: p is 15  
[2018-11-12 20:26:49] local.INFO: p is 16  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 14  
[2018-11-12 20:26:49] local.INFO: p is 15  
[2018-11-12 20:26:49] local.INFO: p is 29  
[2018-11-12 20:26:49] local.INFO: p is 17  
[2018-11-12 20:26:49] local.INFO: p is 18  
[2018-11-12 20:26:49] local.INFO: p is 19  
[2018-11-12 20:26:49] local.INFO: p is 20  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 30  
[2018-11-12 20:26:49] local.INFO: p is 31  
[2018-11-12 20:26:49] local.INFO: p is 32  
[2018-11-12 20:26:49] local.INFO: p is 33  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 14  
[2018-11-12 20:26:49] local.INFO: p is 15  
[2018-11-12 20:26:49] local.INFO: p is 16  
[2018-11-12 20:26:49] local.INFO: p is 17  
[2018-11-12 20:26:49] local.INFO: p is 18  
[2018-11-12 20:26:49] local.INFO: p is 19  
[2018-11-12 20:26:49] local.INFO: p is 20  
[2018-11-12 20:26:49] local.INFO: p is 21  
[2018-11-12 20:26:49] local.INFO: p is 22  
[2018-11-12 20:26:49] local.INFO: p is 23  
[2018-11-12 20:26:49] local.INFO: p is 24  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 14  
[2018-11-12 20:26:49] local.INFO: p is 15  
[2018-11-12 20:26:49] local.INFO: p is 16  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 11  
[2018-11-12 20:26:49] local.INFO: p is 12  
[2018-11-12 20:26:49] local.INFO: p is 14  
[2018-11-12 20:26:49] local.INFO: p is 15  
[2018-11-12 20:26:49] local.INFO: p is 29  
[2018-11-12 20:26:49] local.INFO: p is 17  
[2018-11-12 20:26:49] local.INFO: p is 18  
[2018-11-12 20:26:49] local.INFO: p is 19  
[2018-11-12 20:26:49] local.INFO: p is 20  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 30  
[2018-11-12 20:26:49] local.INFO: p is 31  
[2018-11-12 20:26:49] local.INFO: p is 32  
[2018-11-12 20:26:49] local.INFO: p is 33  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:49] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 11  
[2018-11-12 20:26:50] local.INFO: p is 12  
[2018-11-12 20:26:50] local.INFO: p is 14  
[2018-11-12 20:26:50] local.INFO: p is 15  
[2018-11-12 20:26:50] local.INFO: p is 16  
[2018-11-12 20:26:50] local.INFO: p is 17  
[2018-11-12 20:26:50] local.INFO: p is 18  
[2018-11-12 20:26:50] local.INFO: p is 19  
[2018-11-12 20:26:50] local.INFO: p is 20  
[2018-11-12 20:26:50] local.INFO: p is 21  
[2018-11-12 20:26:50] local.INFO: p is 22  
[2018-11-12 20:26:50] local.INFO: p is 23  
[2018-11-12 20:26:50] local.INFO: p is 24  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 11  
[2018-11-12 20:26:50] local.INFO: p is 12  
[2018-11-12 20:26:50] local.INFO: p is 14  
[2018-11-12 20:26:50] local.INFO: p is 15  
[2018-11-12 20:26:50] local.INFO: p is 16  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 11  
[2018-11-12 20:26:50] local.INFO: p is 12  
[2018-11-12 20:26:50] local.INFO: p is 14  
[2018-11-12 20:26:50] local.INFO: p is 15  
[2018-11-12 20:26:50] local.INFO: p is 29  
[2018-11-12 20:26:50] local.INFO: p is 17  
[2018-11-12 20:26:50] local.INFO: p is 18  
[2018-11-12 20:26:50] local.INFO: p is 19  
[2018-11-12 20:26:50] local.INFO: p is 20  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 30  
[2018-11-12 20:26:50] local.INFO: p is 31  
[2018-11-12 20:26:50] local.INFO: p is 32  
[2018-11-12 20:26:50] local.INFO: p is 33  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 11  
[2018-11-12 20:26:50] local.INFO: p is 12  
[2018-11-12 20:26:50] local.INFO: p is 14  
[2018-11-12 20:26:50] local.INFO: p is 15  
[2018-11-12 20:26:50] local.INFO: p is 16  
[2018-11-12 20:26:50] local.INFO: p is 17  
[2018-11-12 20:26:50] local.INFO: p is 18  
[2018-11-12 20:26:50] local.INFO: p is 19  
[2018-11-12 20:26:50] local.INFO: p is 20  
[2018-11-12 20:26:50] local.INFO: p is 21  
[2018-11-12 20:26:50] local.INFO: p is 22  
[2018-11-12 20:26:50] local.INFO: p is 23  
[2018-11-12 20:26:50] local.INFO: p is 24  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 11  
[2018-11-12 20:26:50] local.INFO: p is 12  
[2018-11-12 20:26:50] local.INFO: p is 14  
[2018-11-12 20:26:50] local.INFO: p is 15  
[2018-11-12 20:26:50] local.INFO: p is 16  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
[2018-11-12 20:26:50] local.INFO: p is 13  
